affiliation,keyword,ratio of articles that used this word
center_left,consum,0.003499562554680665
center_left,onlin,0.0017497812773403325
center_left,cook,0.0008748906386701663
center_left,thanksgiv,0.0008748906386701663
center_left,content,0.0017497812773403325
center_left,turkey,0.0008748906386701663
center_left,holiday,0.0008748906386701663
center_left,connect,0.0017497812773403325
center_left,search,0.0008748906386701663
center_left,recip,0.0008748906386701663
center_left,market,0.005249343832020997
center_left,brand,0.003499562554680665
center_left,era,0.0008748906386701663
center_left,product,0.0026246719160104987
center_left,video,0.006124234470691163
center_left,viewer,0.0008748906386701663
center_left,librari,0.0008748906386701663
center_left,app,0.0017497812773403325
center_left,social,0.0017497812773403325
center_left,mobil,0.0017497812773403325
center_left,trend,0.0026246719160104987
center_left,data,0.0008748906386701663
center_left,know,0.006124234470691163
center_left,phone,0.0008748906386701663
center_left,retail,0.0008748906386701663
center_left,user,0.0008748906386701663
center_left,custom,0.0008748906386701663
center_left,financ,0.0008748906386701663
center_left,travel,0.0008748906386701663
center_left,capabl,0.003499562554680665
center_left,technolog,0.003499562554680665
center_left,monsoor,0.0017497812773403325
center_left,newest,0.0017497812773403325
center_left,destroy,0.0017497812773403325
center_left,weight,0.0017497812773403325
center_left,navi,0.0017497812773403325
center_left,strateg,0.0026246719160104987
center_left,michael,0.004374453193350831
center_left,bring,0.003499562554680665
center_left,experi,0.0017497812773403325
center_left,fleet,0.0017497812773403325
center_left,think,0.017497812773403325
center_left,shipkil,0.0017497812773403325
center_left,weapon,0.0026246719160104987
center_left,suffici,0.0017497812773403325
center_left,tank,0.0017497812773403325
center_left,capac,0.0017497812773403325
center_left,reopen,0.003499562554680665
center_left,trump,0.010498687664041995
center_left,shortterm,0.0017497812773403325
center_left,rock,0.0017497812773403325
center_left,joshua,0.0017497812773403325
center_left,economi,0.0017497812773403325
center_left,toll,0.0017497812773403325
center_left,spend,0.0026246719160104987
center_left,damag,0.0026246719160104987
center_left,taken,0.0026246719160104987
center_left,sign,0.006124234470691163
center_left,tree,0.0017497812773403325
center_left,environ,0.0017497812773403325
center_left,anger,0.0017497812773403325
center_left,refug,0.0017497812773403325
center_left,shutdown,0.0026246719160104987
center_left,australian,0.0026246719160104987
center_left,oppon,0.0026246719160104987
center_left,nadal,0.0026246719160104987
center_left,guy,0.005249343832020997
center_left,open,0.00699912510936133
center_left,7th,0.0026246719160104987
center_left,outclass,0.0026246719160104987
center_left,sort,0.0026246719160104987
center_left,reduc,0.0026246719160104987
center_left,realli,0.008748906386701663
center_left,overwhelm,0.0026246719160104987
center_left,game,0.019247594050743656
center_left,djokov,0.0026246719160104987
center_left,whif,0.0026246719160104987
center_left,great,0.003499562554680665
center_left,titl,0.0026246719160104987
center_left,jackson,0.0026246719160104987
center_left,biggest,0.0017497812773403325
center_left,metoo,0.0017497812773403325
center_left,thrill,0.0026246719160104987
center_left,potenti,0.003499562554680665
center_left,sexual,0.0017497812773403325
center_left,neverland,0.0017497812773403325
center_left,leav,0.003499562554680665
center_left,feel,0.0026246719160104987
center_left,women,0.003499562554680665
center_left,want,0.009623797025371828
center_left,go,0.00699912510936133
center_left,wade,0.004374453193350831
center_left,talk,0.004374453193350831
center_left,director,0.0017497812773403325
center_left,theyr,0.005249343832020997
center_left,accus,0.0017497812773403325
center_left,fallout,0.0017497812773403325
center_left,60,0.0017497812773403325
center_left,monthli,0.0017497812773403325
center_left,doctor,0.003499562554680665
center_left,50,0.0017497812773403325
center_left,abort,0.003499562554680665
center_left,dalla,0.003499562554680665
center_left,texa,0.0026246719160104987
center_left,lo,0.004374453193350831
center_left,california,0.006124234470691163
center_left,patient,0.0017497812773403325
center_left,hour,0.0017497812773403325
center_left,angel,0.009623797025371828
center_left,clinic,0.0026246719160104987
center_left,commut,0.0017497812773403325
center_left,time,0.004374453193350831
center_left,2019,0.0026246719160104987
center_left,main,0.0008748906386701663
center_left,studio,0.0026246719160104987
center_left,staff,0.0026246719160104987
center_left,la,0.005249343832020997
center_left,sundanc,0.0017497812773403325
center_left,photograph,0.0008748906386701663
center_left,portrait,0.0008748906386701663
center_left,utah,0.0026246719160104987
center_left,sapphir,0.0008748906386701663
center_left,l,0.0008748906386701663
center_left,shot,0.006124234470691163
center_left,park,0.0026246719160104987
center_left,instead,0.0008748906386701663
center_left,pace,0.0026246719160104987
center_left,order,0.0026246719160104987
center_left,offic,0.0017497812773403325
center_left,vacanc,0.0008748906386701663
center_left,past,0.0017497812773403325
center_left,remain,0.005249343832020997
center_left,agenc,0.0008748906386701663
center_left,lose,0.0026246719160104987
center_left,thousand,0.0008748906386701663
center_left,15000,0.0008748906386701663
center_left,immigr,0.0008748906386701663
center_left,presid,0.005249343832020997
center_left,typic,0.0017497812773403325
center_left,nearli,0.0017497812773403325
center_left,border,0.0008748906386701663
center_left,surpris,0.0017497812773403325
center_left,true,0.0008748906386701663
center_left,pull,0.0017497812773403325
center_left,venezuela,0.0017497812773403325
center_left,say,0.003499562554680665
center_left,panama,0.0017497812773403325
center_left,john,0.0017497812773403325
center_left,feeley,0.0008748906386701663
center_left,hurt,0.0008748906386701663
center_left,right,0.009623797025371828
center_left,diplomaci,0.0008748906386701663
center_left,gotten,0.0008748906386701663
center_left,space,0.0017497812773403325
center_left,work,0.00699912510936133
center_left,school,0.003499562554680665
center_left,teacher,0.003499562554680665
center_left,end,0.0026246719160104987
center_left,allnight,0.0008748906386701663
center_left,union,0.0026246719160104987
center_left,strike,0.004374453193350831
center_left,standard,0.0008748906386701663
center_left,deal,0.0026246719160104987
center_left,win,0.017497812773403325
center_left,test,0.0008748906386701663
center_left,tie,0.005249343832020997
center_left,student,0.004374453193350831
center_left,robson,0.0008748906386701663
center_left,jame,0.003499562554680665
center_left,documentari,0.0008748906386701663
center_left,safechuck,0.0008748906386701663
center_left,brief,0.0008748906386701663
center_left,send,0.004374453193350831
center_left,thank,0.0017497812773403325
center_left,set,0.00699912510936133
center_left,histori,0.0017497812773403325
center_left,pepsi,0.0008748906386701663
center_left,visit,0.0017497812773403325
center_left,come,0.00699912510936133
center_left,claim,0.0008748906386701663
center_left,bloodsoak,0.0008748906386701663
center_left,revil,0.0008748906386701663
center_left,baghdad,0.0008748906386701663
center_left,15,0.0008748906386701663
center_left,citi,0.005249343832020997
center_left,wide,0.006124234470691163
center_left,pristin,0.0008748906386701663
center_left,bare,0.0008748906386701663
center_left,zone,0.0026246719160104987
center_left,seat,0.0026246719160104987
center_left,saddam,0.0008748906386701663
center_left,parliament,0.0008748906386701663
center_left,reemerg,0.0008748906386701663
center_left,river,0.0026246719160104987
center_left,palac,0.0008748906386701663
center_left,function,0.0008748906386701663
center_left,philippin,0.0008748906386701663
center_left,sayyaf,0.0008748906386701663
center_left,voter,0.0017497812773403325
center_left,sulu,0.0008748906386701663
center_left,dead,0.0026246719160104987
center_left,19,0.0008748906386701663
center_left,provinc,0.0008748906386701663
