affiliation,keyword,ratio of articles that used this word
center_right,crime,0.0012804097311139564
center_right,daili,0.0076824583866837385
center_right,chief,0.0038412291933418692
center_right,lo,0.02560819462227913
center_right,disagre,0.0012804097311139564
center_right,best,0.0012804097311139564
center_right,audienc,0.0038412291933418692
center_right,circumst,0.0012804097311139564
center_right,angel,0.02560819462227913
center_right,crew,0.0012804097311139564
center_right,member,0.0012804097311139564
center_right,race,0.0012804097311139564
center_right,seek,0.0012804097311139564
center_right,swing,0.0012804097311139564
center_right,sheriff,0.005121638924455826
center_right,variou,0.0012804097311139564
center_right,elect,0.002560819462227913
center_right,supervisor,0.0012804097311139564
center_right,state,0.010243277848911651
center_right,school,0.010243277848911651
center_right,southern,0.0076824583866837385
center_right,polit,0.0038412291933418692
center_right,gold,0.0012804097311139564
center_right,fund,0.0012804097311139564
center_right,pomona,0.002560819462227913
center_right,foothil,0.0012804097311139564
center_right,gap,0.0012804097311139564
center_right,la,0.020486555697823303
center_right,extens,0.0012804097311139564
center_right,close,0.0012804097311139564
center_right,line,0.0038412291933418692
center_right,environ,0.0012804097311139564
center_right,metro,0.0038412291933418692
center_right,live,0.002560819462227913
center_right,forc,0.002560819462227913
center_right,depart,0.005121638924455826
center_right,truth,0.002560819462227913
center_right,deputi,0.005121638924455826
center_right,holt,0.002560819462227913
center_right,counti,0.0076824583866837385
center_right,guastal,0.002560819462227913
center_right,austin,0.002560819462227913
center_right,transgend,0.002560819462227913
center_right,dozen,0.002560819462227913
center_right,studio,0.0012804097311139564
center_right,need,0.0012804097311139564
center_right,here,0.002560819462227913
center_right,take,0.0038412291933418692
center_right,work,0.0038412291933418692
center_right,job,0.002560819462227913
center_right,anim,0.0012804097311139564
center_right,differ,0.002560819462227913
center_right,california,0.010243277848911651
center_right,stream,0.0012804097311139564
center_right,charact,0.0012804097311139564
center_right,boom,0.0012804097311139564
center_right,disney,0.0012804097311139564
center_right,student,0.0012804097311139564
center_right,phone,0.002560819462227913
center_right,le,0.002560819462227913
center_right,ram,0.008962868117797696
center_right,gener,0.0012804097311139564
center_right,wildfir,0.0012804097311139564
center_right,rage,0.0012804097311139564
center_right,mother,0.002560819462227913
center_right,snead,0.002560819462227913
center_right,manag,0.002560819462227913
center_right,rediscov,0.0012804097311139564
center_right,gymnast,0.005121638924455826
center_right,katelyn,0.0038412291933418692
center_right,ohashi,0.0038412291933418692
center_right,ucla,0.0038412291933418692
center_right,poetri,0.0012804097311139564
center_right,field,0.002560819462227913
center_right,teammat,0.0012804097311139564
center_right,elit,0.0012804097311139564
center_right,floor,0.0012804097311139564
center_right,viral,0.0038412291933418692
center_right,perfect,0.0012804097311139564
center_right,routin,0.002560819462227913
center_right,joy,0.0012804097311139564
center_right,newsscnga,0.0012804097311139564
center_right,25,0.0038412291933418692
center_right,build,0.002560819462227913
center_right,northridg,0.0038412291933418692
center_right,safer,0.0012804097311139564
center_right,hit,0.0012804097311139564
center_right,earthquak,0.0012804097311139564
center_right,quak,0.0012804097311139564
center_right,park,0.0012804097311139564
center_right,condit,0.002560819462227913
center_right,twocar,0.002560819462227913
center_right,sedan,0.002560819462227913
center_right,humphrey,0.002560819462227913
center_right,dead,0.005121638924455826
center_right,street,0.0038412291933418692
center_right,occup,0.002560819462227913
center_right,vehicl,0.0076824583866837385
center_right,crash,0.002560819462227913
center_right,coup,0.002560819462227913
center_right,seriou,0.002560819462227913
center_right,owner,0.002560819462227913
center_right,restaur,0.002560819462227913
center_right,wrote,0.005121638924455826
center_right,father,0.002560819462227913
center_right,alan,0.002560819462227913
center_right,82,0.002560819462227913
center_right,deli,0.002560819462227913
center_right,spot,0.002560819462227913
center_right,canter,0.005121638924455826
center_right,landmark,0.002560819462227913
center_right,taught,0.002560819462227913
center_right,doe,0.0012804097311139564
center_right,charter,0.006402048655569782
center_right,teacher,0.005121638924455826
center_right,mean,0.0012804097311139564
center_right,district,0.005121638924455826
center_right,strike,0.0038412291933418692
center_right,public,0.002560819462227913
center_right,futur,0.0012804097311139564
center_right,fallout,0.0012804097311139564
center_right,kill,0.0012804097311139564
center_right,search,0.0012804097311139564
center_right,tip,0.0012804097311139564
center_right,esteban,0.0012804097311139564
center_right,viera,0.0012804097311139564
center_right,scene,0.0012804097311139564
center_right,suspect,0.0012804097311139564
center_right,reyesroja,0.0012804097311139564
center_right,man,0.002560819462227913
center_right,palmdal,0.0012804097311139564
center_right,fled,0.0012804097311139564
center_right,girlfriend,0.0012804097311139564
center_right,inform,0.0012804097311139564
center_right,struck,0.0012804097311139564
center_right,yamaha,0.002560819462227913
center_right,second,0.002560819462227913
center_right,rock,0.0038412291933418692
center_right,day,0.008962868117797696
center_right,award,0.002560819462227913
center_right,night,0.002560819462227913
center_right,namm,0.008962868117797696
center_right,music,0.0038412291933418692
center_right,includ,0.002560819462227913
center_right,wilson,0.0038412291933418692
center_right,allstar,0.0012804097311139564
center_right,photo,0.005121638924455826
center_right,concert,0.005121638924455826
center_right,show,0.0012804097311139564
center_right,annual,0.0038412291933418692
center_right,market,0.0012804097311139564
center_right,brokerag,0.0012804097311139564
center_right,median,0.0012804097311139564
center_right,home,0.002560819462227913
center_right,afford,0.0012804097311139564
center_right,redfin,0.0012804097311139564
center_right,2018,0.002560819462227913
center_right,reach,0.0012804097311139564
center_right,hous,0.006402048655569782
center_right,price,0.0012804097311139564
center_right,2017,0.0012804097311139564
center_right,ownership,0.0012804097311139564
center_right,typic,0.0012804097311139564
center_right,increasingli,0.0012804097311139564
center_right,buyer,0.0012804097311139564
center_right,allen,0.0012804097311139564
center_right,real,0.0038412291933418692
center_right,random,0.0012804097311139564
center_right,uncertainti,0.0012804097311139564
center_right,purchas,0.0012804097311139564
center_right,suppli,0.002560819462227913
center_right,commerci,0.0012804097311139564
center_right,buchanan,0.0012804097311139564
center_right,youv,0.0012804097311139564
center_right,thought,0.002560819462227913
center_right,busi,0.002560819462227913
center_right,small,0.0012804097311139564
center_right,estat,0.0038412291933418692
center_right,slowdown,0.0012804097311139564
center_right,chain,0.0012804097311139564
center_right,shutdown,0.0012804097311139564
center_right,moratorium,0.0012804097311139564
center_right,board,0.002560819462227913
center_right,agreement,0.0012804097311139564
center_right,lausd,0.002560819462227913
center_right,resolut,0.0012804097311139564
center_right,support,0.002560819462227913
center_right,vote,0.0012804097311139564
center_right,rev,0.0012804097311139564
center_right,educ,0.0012804097311139564
center_right,union,0.0012804097311139564
center_right,sacramento,0.0012804097311139564
center_right,debat,0.0012804097311139564
center_right,end,0.0012804097311139564
center_right,respons,0.002560819462227913
center_right,didnt,0.002560819462227913
center_right,truck,0.005121638924455826
center_right,crowd,0.0038412291933418692
center_right,woolsey,0.006402048655569782
center_right,question,0.0038412291933418692
center_right,osbi,0.002560819462227913
center_right,multipl,0.002560819462227913
center_right,meet,0.005121638924455826
center_right,firefight,0.002560819462227913
center_right,tough,0.0038412291933418692
center_right,face,0.002560819462227913
center_right,talk,0.002560819462227913
center_right,2019,0.010243277848911651
center_right,hay,0.0012804097311139564
center_right,princ,0.002560819462227913
center_right,rememb,0.0012804097311139564
center_right,peterson,0.0012804097311139564
center_right,rain,0.0038412291933418692
center_right,legend,0.0012804097311139564
center_right,fischer,0.0012804097311139564
center_right,old,0.0012804097311139564
center_right,good,0.0038412291933418692
center_right,draw,0.0012804097311139564
center_right,fan,0.002560819462227913
center_right,way,0.002560819462227913
center_right,phil,0.0012804097311139564
center_right,band,0.0012804097311139564
center_right,lot,0.0012804097311139564
center_right,leppard,0.0012804097311139564
center_right,def,0.0012804097311139564
center_right,big,0.0012804097311139564
center_right,collen,0.0012804097311139564
center_right,elbow,0.0012804097311139564
center_right,keith,0.0038412291933418692
center_right,hip,0.0012804097311139564
center_right,make,0.0012804097311139564
center_right,pasadena,0.005121638924455826
center_right,birmingham,0.0038412291933418692
center_right,stadium,0.005121638924455826
center_right,surgeri,0.0038412291933418692
center_right,dodger,0.0076824583866837385
center_right,progress,0.0012804097311139564
center_right,corey,0.0012804097311139564
center_right,26,0.0038412291933418692
center_right,recoveri,0.0012804097311139564
center_right,fanfest,0.005121638924455826
center_right,seager,0.0012804097311139564
center_right,downtown,0.005121638924455826
center_right,citi,0.0038412291933418692
center_right,gentrif,0.002560819462227913
center_right,fail,0.002560819462227913
center_right,jansen,0.002560819462227913
center_right,heart,0.0038412291933418692
center_right,feel,0.0038412291933418692
center_right,kenley,0.002560819462227913
center_right,diet,0.002560819462227913
center_right,contribut,0.0038412291933418692
center_right,pavilion,0.002560819462227913
center_right,success,0.002560819462227913
center_right,high,0.002560819462227913
center_right,arizona,0.0038412291933418692
center_right,univers,0.002560819462227913
center_right,axel,0.002560819462227913
center_right,season,0.005121638924455826
center_right,pauley,0.002560819462227913
center_right,koester,0.002560819462227913
center_right,21,0.002560819462227913
center_right,score,0.002560819462227913
center_right,longtim,0.0012804097311139564
center_right,prior,0.0012804097311139564
center_right,charl,0.0012804097311139564
center_right,start,0.0012804097311139564
center_right,coach,0.0012804097311139564
center_right,hatfield,0.0012804097311139564
center_right,chatsworth,0.0012804097311139564
center_right,alumni,0.0012804097311139564
center_right,honor,0.0012804097311139564
center_right,game,0.008962868117797696
center_right,assist,0.0012804097311139564
center_right,basebal,0.0012804097311139564
center_right,schauer,0.0012804097311139564
center_right,project,0.002560819462227913
center_right,repair,0.002560819462227913
center_right,sky,0.0012804097311139564
center_right,orang,0.002560819462227913
center_right,marin,0.0012804097311139564
center_right,decay,0.0012804097311139564
center_right,airport,0.0012804097311139564
center_right,camp,0.0012804097311139564
center_right,conserv,0.0012804097311139564
center_right,catalina,0.0012804097311139564
center_right,island,0.0012804097311139564
center_right,runway,0.0012804097311139564
center_right,seabe,0.0012804097311139564
center_right,bowl,0.0076824583866837385
center_right,pam,0.0012804097311139564
center_right,super,0.0076824583866837385
center_right,stop,0.0012804097311139564
center_right,gm,0.0012804097311139564
center_right,trip,0.0012804097311139564
center_right,isnt,0.0012804097311139564
center_right,go,0.002560819462227913
center_right,eufaula,0.0012804097311139564
center_right,diagnosi,0.0012804097311139564
center_right,wont,0.0012804097311139564
center_right,yard,0.002560819462227913
center_right,import,0.0012804097311139564
center_right,liii,0.0038412291933418692
center_right,kartj,0.0012804097311139564
center_right,he,0.0012804097311139564
center_right,player,0.0038412291933418692
center_right,patriot,0.0012804097311139564
center_right,defens,0.0012804097311139564
center_right,prop,0.0012804097311139564
center_right,donald,0.002560819462227913
center_right,trump,0.002560819462227913
center_right,91,0.0012804097311139564
center_right,qb,0.0012804097311139564
center_right,241,0.0012804097311139564
center_right,mvp,0.0012804097311139564
center_right,bill,0.0012804097311139564
center_right,hoodi,0.0012804097311139564
center_right,41,0.0012804097311139564
center_right,color,0.0012804097311139564
center_right,win,0.005121638924455826
center_right,warner,0.0012804097311139564
center_right,1999,0.0012804097311139564
center_right,kurt,0.0012804097311139564
center_right,xxxvi,0.0012804097311139564
center_right,highlight,0.0038412291933418692
center_right,quarterback,0.0012804097311139564
center_right,xxxiv,0.0012804097311139564
center_right,upset,0.0012804097311139564
center_right,toler,0.0012804097311139564
center_right,messag,0.0012804097311139564
center_right,magnet,0.0012804097311139564
center_right,pier,0.0012804097311139564
center_right,crandal,0.0012804097311139564
center_right,10foothigh,0.0012804097311139564
center_right,titl,0.002560819462227913
center_right,pin,0.0012804097311139564
center_right,sculptur,0.0012804097311139564
center_right,hermosa,0.0012804097311139564
center_right,beach,0.002560819462227913
center_right,attract,0.0012804097311139564
center_right,giant,0.0012804097311139564
center_right,posit,0.0012804097311139564
center_right,love,0.0012804097311139564
center_right,read,0.0012804097311139564
center_right,rye,0.0012804097311139564
center_right,27,0.0012804097311139564
center_right,writerwhat,0.0012804097311139564
center_right,short,0.0012804097311139564
center_right,jan,0.0076824583866837385
center_right,realli,0.0012804097311139564
center_right,saling,0.0012804097311139564
center_right,your,0.0012804097311139564
center_right,wish,0.0012804097311139564
center_right,pollack,0.0012804097311139564
center_right,right,0.0012804097311139564
center_right,thousand,0.010243277848911651
center_right,starnewsscng,0.0012804097311139564
center_right,presid,0.0038412291933418692
center_right,press,0.0012804097311139564
center_right,tri,0.0038412291933418692
center_right,come,0.0012804097311139564
center_right,intersect,0.0012804097311139564
center_right,injur,0.0012804097311139564
center_right,immedi,0.0012804097311139564
center_right,woundglendal,0.0012804097311139564
center_right,glendal,0.0012804097311139564
center_right,wit,0.0012804097311139564
center_right,victim,0.006402048655569782
center_right,cerrito,0.0012804097311139564
center_right,shoot,0.0076824583866837385
center_right,charg,0.0038412291933418692
center_right,offic,0.002560819462227913
center_right,jensen,0.0012804097311139564
center_right,testimoni,0.0012804097311139564
center_right,fals,0.0012804097311139564
center_right,threat,0.0012804097311139564
center_right,acquit,0.0012804097311139564
